0.149966,0.299999,1.09997
0.154845,0.299999,1.09997
0.159724,0.299999,1.09997
0.164603,0.299999,1.09997
0.169481,0.299999,1.09997
0.17436,0.299999,1.09997
0.179239,0.299999,1.09997
0.184118,0.299999,1.09997
0.188997,0.299999,1.09997
0.193876,0.299999,1.09997
0.198755,0.299999,1.09997
0.203634,0.299999,1.09997
0.208512,0.299999,1.09997
0.213391,0.299999,1.09997
0.21827,0.299999,1.09997
0.223149,0.299999,1.09997
0.228028,0.299999,1.09997
0.232907,0.299999,1.09997
0.237786,0.299999,1.09997
0.242665,0.299999,1.09997
0.247544,0.299999,1.09997
0.252422,0.3,1.09997
0.257301,0.3,1.09997
0.26218,0.3,1.09997
0.267059,0.3,1.09997
0.271938,0.3,1.09997
0.276817,0.3,1.09997
0.281696,0.3,1.09997
0.286575,0.3,1.09997
0.291453,0.3,1.09997
0.296332,0.3,1.09997
0.301211,0.3,1.09997
0.30609,0.3,1.09997
0.310969,0.3,1.09997
0.315848,0.3,1.09997
0.320727,0.3,1.09997
0.325606,0.3,1.09997
0.330484,0.3,1.09997
0.335363,0.3,1.09997
0.340242,0.3,1.09997
0.345121,0.3,1.09997
0.35,0.3,1.09997
0.35,0.295,1.09997
0.35,0.29,1.09997
0.35,0.285,1.09997
0.35,0.28,1.09997
0.35,0.275,1.09997
0.35,0.27,1.09997
0.35,0.265,1.09997
0.35,0.26,1.09997
0.35,0.255,1.09997
0.35,0.25,1.09997
0.35,0.245,1.09997
0.35,0.24,1.09997
0.35,0.235,1.09997
0.35,0.23,1.09997
0.35,0.225,1.09997
0.35,0.22,1.09997
0.35,0.215,1.09997
0.35,0.21,1.09997
0.35,0.205,1.09997
0.35,0.2,1.09997
0.35,0.195,1.09997
0.35,0.19,1.09997
0.35,0.185,1.09997
0.35,0.18,1.09997
0.35,0.175,1.09997
0.35,0.17,1.09997
0.35,0.165,1.09997
0.35,0.16,1.09997
0.35,0.155,1.09997
0.35,0.15,1.09997
0.35,0.145,1.09997
0.35,0.14,1.09997
0.35,0.135,1.09997
0.35,0.13,1.09997
0.35,0.125,1.09997
0.35,0.12,1.09997
0.35,0.115,1.09997
0.35,0.11,1.09997
0.35,0.105,1.09997
0.35,0.1,1.09997
0.345122,0.1,1.09997
0.340244,0.1,1.09997
0.335366,0.1,1.09997
0.330488,0.1,1.09997
0.32561,0.1,1.09997
0.320732,0.1,1.09997
0.315854,0.1,1.09997
0.310976,0.1,1.09997
0.306098,0.1,1.09997
0.30122,0.1,1.09997
0.296341,0.1,1.09997
0.291463,0.1,1.09997
0.286585,0.1,1.09997
0.281707,0.1,1.09997
0.276829,0.1,1.09997
0.271951,0.1,1.09997
0.267073,0.1,1.09997
0.262195,0.1,1.09997
0.257317,0.1,1.09997
0.252439,0.1,1.09997
0.247561,0.1,1.09997
0.242683,0.1,1.09997
0.237805,0.1,1.09997
0.232927,0.1,1.09997
0.228049,0.1,1.09997
0.223171,0.1,1.09997
0.218293,0.1,1.09997
0.213415,0.1,1.09997
0.208537,0.1,1.09997
0.203659,0.1,1.09997
0.19878,0.1,1.09997
0.193902,0.1,1.09997
0.189024,0.1,1.09997
0.184146,0.1,1.09997
0.179268,0.1,1.09997
0.17439,0.1,1.09997
0.169512,0.1,1.09997
0.164634,0.0999999,1.09997
0.159756,0.0999999,1.09997
0.154878,0.0999999,1.09997
0.15,0.0999999,1.09997
0.15,0.104878,1.09997
0.15,0.109756,1.09997
0.15,0.114634,1.09997
0.15,0.119512,1.09997
0.15,0.12439,1.09997
0.15,0.129268,1.09997
0.15,0.134146,1.09997
0.15,0.139024,1.09997
0.15,0.143902,1.09997
0.15,0.14878,1.09997
0.15,0.153658,1.09997
0.15,0.158537,1.09997
0.15,0.163415,1.09997
0.15,0.168293,1.09997
0.15,0.173171,1.09997
0.15,0.178049,1.09997
0.15,0.182927,1.09997
0.15,0.187805,1.09997
0.15,0.192683,1.09997
0.15,0.197561,1.09997
0.15,0.202439,1.09997
0.15,0.207317,1.09997
0.15,0.212195,1.09997
0.15,0.217073,1.09997
0.15,0.221951,1.09997
0.15,0.226829,1.09997
0.15,0.231707,1.09997
0.15,0.236585,1.09997
0.15,0.241463,1.09997
0.15,0.246341,1.09997
0.15,0.251219,1.09997
0.15,0.256098,1.09997
0.15,0.260976,1.09997
0.15,0.265854,1.09997
0.15,0.270732,1.09997
0.15,0.27561,1.09997
0.15,0.280488,1.09997
0.15,0.285366,1.09997
0.15,0.290244,1.09997
0.15,0.295122,1.09997
0.15,0.3,1.09997
