0.255171,-2.29687,7.43121,-2.60673,-1.62336,0.00487201
0.254966,-2.29688,7.43172,-2.60673,-1.62349,0.00487955
0.254792,-2.29684,7.4321,-2.60673,-1.62355,0.00488393
0.254699,-2.29686,7.43256,-2.60674,-1.62367,0.00485134
0.254605,-2.29692,7.433,-2.60675,-1.62378,0.00485576
0.254448,-2.29693,7.43348,-2.6067,-1.62389,0.00486761
0.25428,-2.29692,7.43392,-2.60675,-1.62398,0.00486763
0.254136,-2.2969,7.43442,-2.60673,-1.6241,0.00491248
0.254003,-2.29693,7.43488,-2.60677,-1.62417,0.00481406
0.253804,-2.29693,7.43525,-2.60671,-1.62428,0.00487519
0.253651,-2.29694,7.43581,-2.60671,-1.62436,0.00487956
0.253548,-2.29693,7.43631,-2.60673,-1.62446,0.00483818
0.253408,-2.29692,7.43669,-2.60675,-1.62458,0.00484265
0.253293,-2.29694,7.43718,-2.60671,-1.62466,0.00487957
0.253107,-2.29693,7.43757,-2.60673,-1.62482,0.00487072
0.252954,-2.29694,7.43811,-2.60679,-1.62484,0.00487518
0.252852,-2.29696,7.43854,-2.60679,-1.62493,0.00490805
0.252706,-2.29695,7.43904,-2.60675,-1.62507,0.00493315
0.252621,-2.29696,7.4395,-2.60673,-1.62514,0.00483506
0.252506,-2.29697,7.43994,-2.6067,-1.62519,0.00486328
0.252365,-2.29696,7.44039,-2.60673,-1.62532,0.00485888
0.252223,-2.29696,7.44083,-2.60674,-1.62542,0.00488394
0.252117,-2.29697,7.44127,-2.60674,-1.62552,0.0048426
0.251943,-2.29694,7.4417,-2.60674,-1.62564,0.00488826
0.251866,-2.29697,7.44221,-2.60672,-1.6257,0.00482285
0.251717,-2.29694,7.44268,-2.60674,-1.62584,0.00480977
0.251568,-2.29694,7.44313,-2.60673,-1.62593,0.00484699
0.251469,-2.29697,7.44357,-2.60671,-1.62603,0.00484262
0.251317,-2.29695,7.44406,-2.60675,-1.62611,0.00483073
0.251197,-2.29699,7.44445,-2.60674,-1.6262,0.00487518
0.251081,-2.29697,7.44493,-2.60677,-1.6263,0.00483816
0.250933,-2.29695,7.44535,-2.60678,-1.62638,0.00487955
0.25083,-2.29694,7.44584,-2.60671,-1.62654,0.00487642
0.250739,-2.29696,7.44623,-2.60672,-1.62662,0.00483377
0.250541,-2.29697,7.44668,-2.60673,-1.62676,0.00487519
0.250441,-2.29699,7.44715,-2.60677,-1.62684,0.00490052
0.250371,-2.29694,7.4476,-2.60678,-1.62693,0.00491252
0.25026,-2.29697,7.44804,-2.60676,-1.62703,0.00486326
0.250086,-2.29694,7.44851,-2.60675,-1.62708,0.00485889
0.249921,-2.29693,7.44895,-2.60673,-1.62719,0.0048263
